iter	MultiClass
552	0.6895713146
553	0.6895085156
554	0.6893111762
555	0.6891557991
556	0.6890249747
557	0.6889115837
558	0.6888406512
559	0.6885253402
560	0.6883355701
561	0.6879086521
562	0.6876946432
563	0.6874676709
564	0.687379155
565	0.6871483442
566	0.6870196817
567	0.686865227
568	0.6864959056
569	0.6862441316
570	0.6860582909
571	0.6858338579
572	0.6857321922
573	0.6854132962
574	0.6852290149
575	0.6851526294
576	0.6849495534
577	0.6848019071
578	0.6845887598
579	0.6844631048
580	0.6842340344
581	0.6840229078
582	0.6838196646
583	0.6834351796
584	0.6833456733
585	0.6830954419
586	0.68269593
587	0.6826200728
588	0.6824062627
589	0.6823698854
590	0.682167774
591	0.6817350882
592	0.6816548551
593	0.6814490323
594	0.6812036936
595	0.6810727168
596	0.6809633497
597	0.6808358068
598	0.6807110449
599	0.6803338004
600	0.6802547574
601	0.6800536359
602	0.6798735222
603	0.6795823173
604	0.6793573644
605	0.679315383
606	0.6791511965
607	0.6789944847
608	0.6787807429
609	0.6786621908
610	0.6784200696
611	0.6781152544
612	0.677929233
613	0.6778291846
614	0.6777574674
615	0.6775485225
616	0.6775358677
617	0.6774978282
618	0.6774564627
619	0.6772452787
620	0.6771341668
621	0.6767152501
622	0.6765742022
623	0.676344563
624	0.6760276768
625	0.6759627649
626	0.6757969387
627	0.6750883613
628	0.6749009214
629	0.6747036716
630	0.674595916
631	0.6742179857
632	0.6740703877
633	0.673959278
634	0.6738263603
635	0.673704361
636	0.6736380662
637	0.6735216573
638	0.6734500478
639	0.6733379123
640	0.6728440238
641	0.6726536166
642	0.6725336668
643	0.6723285541
644	0.6721084913
645	0.6720726028
646	0.672047577
647	0.6717834444
648	0.6716887985
649	0.6715759436
650	0.6715146798
651	0.6713950722
652	0.6712594517
653	0.6711178364
654	0.6710325502
655	0.6708748743
656	0.6707345885
657	0.6706345832
658	0.670313903
659	0.67019183
660	0.6699095993
661	0.6697546437
662	0.6696311489
663	0.6695824241
664	0.6694358786
665	0.6692021329
666	0.6691072815
667	0.6688238346
668	0.6687060287
669	0.6684976616
670	0.6683094991
671	0.6680409954
672	0.6679085519
673	0.6675685498
674	0.6675309247
675	0.6674113393
676	0.6671343872
677	0.6669823882
678	0.6668256184
679	0.666573713
680	0.6665373448
681	0.666397307
682	0.6661650289
683	0.6660391359
684	0.6660018382
685	0.6656948271
686	0.6656085693
687	0.6652528997
688	0.6649804952
689	0.6648618609
690	0.6647492013
691	0.6644968528
692	0.6644056279
693	0.664245252
694	0.663993758
695	0.6636930695
696	0.6635048584
697	0.6634135044
698	0.6631036323
699	0.6630633426
700	0.6629092223
701	0.6625860148
702	0.6623961107
703	0.6622907715
704	0.6620737477
705	0.6617230808
706	0.661607486
707	0.6612715355
708	0.6610689597
709	0.6608738519
710	0.6607336618
711	0.6606249897
712	0.660385797
713	0.6603055148
714	0.660099796
715	0.6598891276
716	0.6597677534
717	0.6596518181
718	0.6594613153
719	0.6591762245
720	0.6589685587
721	0.6588112935
722	0.6586388119
723	0.6584932767
724	0.6583400557
725	0.6579921119
726	0.657807142
727	0.65769594
728	0.6576188181
729	0.6574048999
730	0.6573712123
731	0.6570736959
732	0.6569281234
733	0.6566955297
734	0.6565298349
735	0.6564834628
736	0.6562421568
737	0.6560476533
738	0.6559216228
739	0.6557374618
740	0.6556470066
741	0.6555117622
742	0.6554205522
743	0.6553121226
744	0.655139572
745	0.6549067933
746	0.6545733541
747	0.6543921596
748	0.6542251965
749	0.6540887232
750	0.6539726747
751	0.653903713
752	0.6538610871
753	0.6537820438
754	0.6536625301
755	0.6535808132
756	0.6532774039
757	0.6531761153
758	0.6529175247
759	0.652852573
760	0.6527896569
761	0.6526650067
762	0.6525754661
763	0.6524070433
764	0.6523282131
765	0.652085146
766	0.6519913725
767	0.6517075644
768	0.6515321406
769	0.6512960136
770	0.6511573011
771	0.651116656
772	0.6508821988
773	0.6505809511
774	0.6504134486
775	0.6501415462
776	0.6498000297
777	0.6497099113
778	0.6495402763
779	0.6493953843
780	0.6493202917
781	0.6491944842
782	0.6491100453
783	0.6489413271
784	0.648829992
785	0.6486270584
786	0.6483325846
787	0.6481832526
788	0.6480939763
789	0.6479487494
790	0.6477577035
791	0.6475530747
792	0.6474573167
793	0.6472527788
794	0.6469629438
795	0.6469107295
796	0.6468358619
797	0.6467661446
798	0.646509135
799	0.6464537247
800	0.6463436752
801	0.6461116037
802	0.646008458
803	0.6459138363
804	0.6458425639
805	0.6456805214
806	0.6456062768
807	0.6454169644
808	0.6452573254
809	0.6451153747
810	0.6449973631
811	0.6448775052
812	0.6447936047
813	0.6444408478
814	0.6442869442
815	0.6441269041
816	0.6439169116
817	0.6437970281
818	0.6436841587
819	0.6434673021
820	0.6432876434
821	0.6430847494
822	0.6430058435
823	0.6429203968
824	0.642759314
825	0.6426238693
826	0.642556141
827	0.642286129
828	0.6421229131
829	0.6420038508
830	0.6418423069
831	0.6417857354
832	0.6414562666
833	0.6413228918
834	0.6411816714
835	0.6410202748
836	0.6409678013
837	0.6408277105
838	0.6407027508
839	0.6406275431
840	0.6404347428
841	0.6403309877
842	0.6402151303
843	0.6400019003
844	0.6397811678
845	0.6396656288
846	0.6394044227
847	0.6392437188
848	0.639019971
849	0.6389449164
850	0.63871732
851	0.6385893444
852	0.6384522087
853	0.6383078722
854	0.6381554895
855	0.6379561338
856	0.6378302658
857	0.6376741919
858	0.6376483001
859	0.6375536082
860	0.6374298502
861	0.6371966421
862	0.637160602
863	0.6370256459
864	0.6368417423
865	0.636797605
866	0.6366750274
867	0.636569279
868	0.636411611
869	0.6362752864
870	0.6361257916
871	0.6360250805
872	0.6359327283
873	0.635885688
874	0.635751608
875	0.635580758
876	0.6352509669
877	0.6351430967
878	0.6350548123
879	0.6349694985
880	0.6347942133
881	0.6345860966
882	0.6344244209
883	0.6342642718
884	0.6341768455
885	0.6340161823
886	0.6339058827
887	0.6336526329
888	0.6333822593
889	0.6331597668
890	0.63306516
891	0.632994129
892	0.6329036561
893	0.6327950744
894	0.6326766281
895	0.6324474955
896	0.6323157505
897	0.6322261694
898	0.6321009886
899	0.6319350343
900	0.6316131703
901	0.6314170407
902	0.6313611287
903	0.6312706926
904	0.6311627635
905	0.6309032586
906	0.630733914
907	0.6305715581
908	0.6304491872
909	0.6302941226
910	0.6302238439
911	0.6300847747
912	0.6299753851
913	0.629790351
914	0.6296896463
915	0.6295697685
916	0.6294852328
917	0.629440227
918	0.6292900344
919	0.6290403073
920	0.6288802233
921	0.6287279677
922	0.6286629262
923	0.6285364672
924	0.6283360748
925	0.6283076905
926	0.6279912225
927	0.6278285351
928	0.6277486243
929	0.6276497834
930	0.627436308
931	0.6272033353
932	0.6269751547
933	0.626791436
934	0.6267138392
935	0.626615785
936	0.6264834782
937	0.6261898992
938	0.6261140782
939	0.6259201217
940	0.6257199119
941	0.6255746282
942	0.625461344
943	0.6253922729
944	0.6253112243
945	0.6252655814
946	0.6251049929
947	0.6250128982
948	0.6248423249
949	0.6247039169
950	0.6246390132
951	0.6244629001
952	0.6242034901
953	0.6240264579
954	0.6239212868
955	0.6238079954
956	0.623684739
957	0.6235781348
958	0.6232529686
959	0.6231113591
960	0.6229850273
961	0.6229485082
962	0.6228179192
963	0.6225592668
964	0.622467442
965	0.6224045149
966	0.6220790969
967	0.6219744006
968	0.6218875529
969	0.6218236625
970	0.621754709
971	0.6215847841
972	0.6213659275
973	0.6211286689
974	0.6210837842
975	0.6209708677
976	0.6208827423
977	0.6207976302
978	0.6206353198
979	0.6204601916
980	0.6203419958
981	0.6201414037
982	0.6198749392
983	0.6197426599
984	0.6195164591
985	0.6194389326
986	0.6194073241
987	0.6191940912
988	0.6190651205
989	0.6188942024
990	0.6186897655
991	0.6185461536
992	0.6184737303
993	0.618126351
994	0.6178684161
995	0.6177694389
996	0.6176496672
997	0.6174566701
998	0.6173761387
999	0.6172670227
